0/6090, t=0.200036s
6065/6090, t=0.616703s
6066/6090, t=0.620036s
6067/6090, t=0.623369s
6068/6090, t=0.626703s
6069/6090, t=0.630036s
6070/6090, t=0.633369s
6071/6090, t=0.636703s
6072/6090, t=0.640036s
6073/6090, t=0.643369s
6074/6090, t=0.646703s
6075/6090, t=0.650036s
6076/6090, t=0.653369s
6077/6090, t=0.656703s
6078/6090, t=0.660036s
6079/6090, t=0.663369s
6080/6090, t=0.666703s
6081/6090, t=0.670036s
6082/6090, t=0.673369s
6083/6090, t=0.676703s
6084/6090, t=0.680036s
6085/6090, t=0.683369s
6086/6090, t=0.686703s
6087/6090, t=0.690036s
6088/6090, t=0.693369s
6089/6090, t=0.696703s


.npz file saved:
     /home/sthoma/Documents/Results/rba/51713/rba_results_neutral.npz
dictionary textfile saved:
     /home/sthoma/Documents/Results/rba/51713/rba_results_neutral.txt


